GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,2,3,5,6,4,10,2,7,9
3.750-3.999,0,0,0,1,2,3,13,10,23,30,32,62
3.500-3.749,1,0,1,3,3,6,20,16,36,54,38,92
3.250-3.499,0,0,0,4,1,5,22,16,38,84,37,121
3.000-3.249,2,1,3,5,6,11,24,13,37,119,28,147
2.750-2.999,0,0,0,2,0,2,17,8,25,74,13,87
2.500-2.749,0,0,0,3,0,3,21,5,26,50,16,66
2.250-2.499,0,0,0,3,0,3,8,2,10,31,6,37
2.000-2.249,0,0,0,0,0,0,3,2,5,9,4,13
1.750-1.999,1,0,1,0,0,0,3,1,4,1,1,2
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
