GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,13,53,66,16,144,160,16,131,147,12,106,118
3.750-3.999,9,27,36,18,119,137,47,195,242,81,543,624
3.500-3.749,10,43,53,26,126,152,63,214,277,118,501,619
3.250-3.499,10,35,45,25,98,123,55,154,209,138,356,494
3.000-3.249,22,56,78,44,102,146,55,108,163,128,214,342
2.750-2.999,8,28,36,19,57,76,47,63,110,76,108,184
2.500-2.749,3,21,24,18,39,57,33,44,77,54,68,122
2.250-2.499,11,9,20,8,15,23,16,19,35,39,26,65
2.000-2.249,9,12,21,6,10,16,15,9,24,12,17,29
1.750-1.999,5,0,5,5,4,9,4,5,9,3,5,8
1.500-1.749,6,3,9,5,2,7,0,3,3,0,2,2
1.250-1.499,2,3,5,0,1,1,2,2,4,0,0,0
1.000-1.249,1,1,2,1,0,1,0,1,1,0,0,0
0.750-0.999,2,0,2,0,0,0,1,0,1,0,0,0
0.500-0.749,1,1,2,0,0,0,1,0,1,0,0,0
0.250-0.499,1,0,1,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,0,0,0,0,0,0
