GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,44,6,50,335,76,411,233,52,285,275,91,366
3.750-3.999,90,12,102,421,85,506,397,109,506,977,308,1285
3.500-3.749,133,22,155,396,125,521,449,105,554,1069,347,1416
3.250-3.499,117,24,141,346,98,444,432,116,548,1086,346,1432
3.000-3.249,151,24,175,382,121,503,487,131,618,1069,290,1359
2.750-2.999,104,23,127,295,87,382,352,99,451,787,206,993
2.500-2.749,88,22,110,237,55,292,279,70,349,567,144,711
2.250-2.499,85,19,104,143,34,177,147,41,188,273,64,337
2.000-2.249,55,20,75,86,32,118,79,22,101,138,27,165
1.750-1.999,37,7,44,32,11,43,34,7,41,21,11,32
1.500-1.749,32,3,35,19,5,24,18,4,22,6,0,6
1.250-1.499,16,4,20,7,3,10,1,5,6,3,0,3
1.000-1.249,13,2,15,10,1,11,2,1,3,0,0,0
0.750-0.999,10,2,12,4,1,5,1,0,1,0,0,0
0.500-0.749,4,0,4,2,0,2,1,0,1,1,0,1
0.250-0.499,6,1,7,3,0,3,0,0,0,0,0,0
0.000-0.249,6,2,8,0,0,0,0,0,0,0,0,0
