GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,0,2,16,11,27,28,22,50,46,17,63
3.750-3.999,2,0,2,32,11,43,80,20,100,149,63,212
3.500-3.749,2,0,2,31,14,45,98,37,135,192,69,261
3.250-3.499,1,0,1,29,13,42,106,47,153,261,115,376
3.000-3.249,2,1,3,44,22,66,165,57,222,354,108,462
2.750-2.999,2,0,2,44,12,56,126,46,172,288,89,377
2.500-2.749,13,0,13,40,17,57,108,19,127,226,70,296
2.250-2.499,8,4,12,30,12,42,77,13,90,123,42,165
2.000-2.249,7,3,10,27,3,30,35,7,42,61,13,74
1.750-1.999,3,1,4,5,0,5,8,1,9,8,5,13
1.500-1.749,1,0,1,4,1,5,3,0,3,0,0,0
1.250-1.499,1,0,1,1,2,3,0,0,0,0,0,0
1.000-1.249,1,0,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,1,0,1,0,0,0,0,0,0
0.000-0.249,7,6,13,1,1,2,2,4,6,6,2,8
