GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,2,4,6,10,16,2,3,5,1,1,2
3.750-3.999,4,7,11,8,7,15,9,5,14,20,19,39
3.500-3.749,6,8,14,8,6,14,6,12,18,22,18,40
3.250-3.499,7,9,16,8,5,13,8,5,13,15,20,35
3.000-3.249,6,3,9,8,8,16,15,12,27,28,18,46
2.750-2.999,3,5,8,8,7,15,10,10,20,17,21,38
2.500-2.749,10,4,14,2,5,7,12,7,19,27,18,45
2.250-2.499,5,4,9,6,5,11,4,6,10,13,10,23
2.000-2.249,6,1,7,6,5,11,4,0,4,7,6,13
1.750-1.999,2,0,2,1,0,1,3,1,4,0,0,0
1.500-1.749,0,2,2,0,1,1,0,0,0,0,0,0
1.250-1.499,2,1,3,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,1,0,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,0,0,0,0,0,0
