GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,188,300,488,256,359,615,137,245,382,99,244,343
3.750-3.999,50,85,135,114,181,295,171,331,502,370,756,1126
3.500-3.749,134,183,317,188,353,541,192,387,579,382,825,1207
3.250-3.499,112,123,235,196,275,471,206,411,617,407,747,1154
3.000-3.249,142,188,330,202,337,539,266,372,638,390,563,953
2.750-2.999,48,79,127,114,205,319,202,250,452,344,434,778
2.500-2.749,74,80,154,156,215,371,167,180,347,268,297,565
2.250-2.499,52,72,124,115,128,243,130,119,249,159,168,327
2.000-2.249,54,64,118,91,107,198,83,69,152,88,99,187
1.750-1.999,17,31,48,52,51,103,32,35,67,34,29,63
1.500-1.749,15,21,36,25,29,54,13,15,28,5,8,13
1.250-1.499,21,18,39,15,8,23,3,5,8,0,1,1
1.000-1.249,11,13,24,3,12,15,2,3,5,0,1,1
0.750-0.999,5,7,12,3,4,7,1,4,5,0,0,0
0.500-0.749,5,10,15,3,0,3,2,0,2,0,0,0
0.250-0.499,3,2,5,0,0,0,0,3,3,0,0,0
0.000-0.249,15,23,38,5,3,8,3,3,6,0,0,0
