GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,0,1,3,5,8,3,3,6,3,6,9
3.750-3.999,1,0,1,9,11,20,6,6,12,19,26,45
3.500-3.749,4,2,6,17,12,29,9,6,15,30,29,59
3.250-3.499,5,4,9,21,16,37,13,8,21,60,38,98
3.000-3.249,7,5,12,22,13,35,21,15,36,61,31,92
2.750-2.999,9,1,10,24,13,37,21,10,31,53,26,79
2.500-2.749,12,4,16,27,13,40,25,10,35,46,30,76
2.250-2.499,10,2,12,18,7,25,17,15,32,27,15,42
2.000-2.249,7,6,13,19,8,27,6,10,16,17,6,23
1.750-1.999,7,4,11,7,13,20,8,2,10,6,3,9
1.500-1.749,8,7,15,4,1,5,0,3,3,2,3,5
1.250-1.499,9,5,14,3,0,3,0,0,0,0,0,0
1.000-1.249,6,2,8,0,3,3,0,0,0,0,0,0
0.750-0.999,4,0,4,0,0,0,0,0,0,0,0,0
0.500-0.749,6,0,6,2,0,2,1,1,2,0,0,0
0.250-0.499,3,0,3,1,0,1,1,0,1,0,0,0
0.000-0.249,5,2,7,0,1,1,0,1,1,1,0,1
