GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,802,606,1408,903,873,1776,645,625,1270,562,723,1285
3.750-3.999,348,233,581,616,634,1250,1041,989,2030,1823,2463,4286
3.500-3.749,569,489,1058,886,894,1780,1047,1175,2222,2289,2560,4849
3.250-3.499,506,380,886,849,753,1602,1193,1036,2229,2286,2202,4488
3.000-3.249,646,552,1198,891,807,1698,1071,925,1996,2234,1723,3957
2.750-2.999,331,244,575,591,448,1039,827,596,1423,1641,1068,2709
2.500-2.749,317,300,617,512,395,907,649,410,1059,1193,739,1932
2.250-2.499,175,145,320,316,229,545,344,237,581,656,353,1009
2.000-2.249,202,176,378,263,191,454,228,167,395,313,212,525
1.750-1.999,74,68,142,109,83,192,95,53,148,73,50,123
1.500-1.749,90,66,156,51,39,90,39,24,63,6,7,13
1.250-1.499,38,45,83,26,24,50,4,8,12,1,0,1
1.000-1.249,55,46,101,21,9,30,4,10,14,2,0,2
0.750-0.999,21,14,35,1,4,5,3,1,4,0,0,0
0.500-0.749,15,11,26,6,8,14,3,3,6,0,0,0
0.250-0.499,13,14,27,1,5,6,2,2,4,0,0,0
0.000-0.249,73,58,131,14,12,26,9,5,14,0,0,0
