GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,3,4,50,60,110,55,78,133,48,62,110
3.750-3.999,4,8,12,110,92,202,139,130,269,289,296,585
3.500-3.749,5,8,13,127,96,223,151,141,292,338,292,630
3.250-3.499,9,3,12,72,65,137,121,94,215,275,236,511
3.000-3.249,8,2,10,44,32,76,89,70,159,176,141,317
2.750-2.999,9,4,13,32,17,49,38,33,71,134,59,193
2.500-2.749,6,1,7,25,7,32,26,26,52,57,41,98
2.250-2.499,4,2,6,12,5,17,12,5,17,21,19,40
2.000-2.249,6,2,8,7,4,11,8,6,14,11,1,12
1.750-1.999,1,0,1,1,0,1,3,0,3,2,0,2
1.500-1.749,7,0,7,0,0,0,0,2,2,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,1,0,1,2,0,2,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
