GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,11,38,49,6,55,61,8,64,72,3,72,75
3.750-3.999,6,17,23,7,56,63,8,111,119,41,234,275
3.500-3.749,5,32,37,8,55,63,10,113,123,43,303,346
3.250-3.499,4,21,25,5,60,65,15,78,93,26,198,224
3.000-3.249,1,31,32,6,52,58,14,42,56,29,106,135
2.750-2.999,5,17,22,4,24,28,2,23,25,5,41,46
2.500-2.749,6,16,22,1,21,22,3,13,16,4,9,13
2.250-2.499,2,6,8,0,21,21,2,3,5,0,1,1
2.000-2.249,0,17,17,2,5,7,0,2,2,0,1,1
1.750-1.999,0,6,6,0,1,1,1,1,2,1,0,1
1.500-1.749,0,5,5,0,1,1,0,1,1,0,0,0
1.250-1.499,0,2,2,1,3,4,0,1,1,0,0,0
1.000-1.249,0,4,4,0,1,1,0,1,1,0,0,0
0.750-0.999,1,0,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,2,3,0,0,0,0,1,1,0,0,0
