GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,20,36,56,5,17,22,2,4,6,0,1,1
3.750-3.999,0,0,0,6,8,14,1,5,6,0,0,0
3.500-3.749,28,28,56,12,13,25,1,5,6,0,0,0
3.250-3.499,0,1,1,6,16,22,4,7,11,0,1,1
3.000-3.249,9,11,20,14,17,31,14,7,21,0,1,1
2.750-2.999,2,2,4,9,8,17,10,13,23,0,0,0
2.500-2.749,7,13,20,15,9,24,14,27,41,1,1,2
2.250-2.499,1,0,1,7,4,11,13,5,18,3,2,5
2.000-2.249,4,3,7,9,9,18,9,6,15,0,0,0
1.750-1.999,0,2,2,3,2,5,1,1,2,0,0,0
1.500-1.749,6,1,7,2,1,3,0,0,0,0,0,0
1.250-1.499,1,0,1,1,0,1,0,0,0,0,0,0
1.000-1.249,3,0,3,0,1,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,1,1,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,0,0,0,0,0,0
