GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,651,570,1221,876,958,1834,621,679,1300,655,756,1411
3.750-3.999,284,218,502,729,687,1416,943,1033,1976,2203,2549,4752
3.500-3.749,479,414,893,969,906,1875,1251,1239,2490,2431,2766,5197
3.250-3.499,422,322,744,877,873,1750,1187,1058,2245,2505,2246,4751
3.000-3.249,546,457,1003,940,871,1811,1157,914,2071,2303,1768,4071
2.750-2.999,275,218,493,589,479,1068,817,567,1384,1696,1102,2798
2.500-2.749,255,208,463,501,402,903,636,450,1086,1093,647,1740
2.250-2.499,163,117,280,292,280,572,372,258,630,644,334,978
2.000-2.249,162,170,332,220,192,412,193,145,338,242,174,416
1.750-1.999,51,68,119,72,74,146,64,57,121,43,44,87
1.500-1.749,60,53,113,44,37,81,28,31,59,8,7,15
1.250-1.499,36,23,59,24,21,45,12,13,25,1,3,4
1.000-1.249,27,40,67,18,12,30,9,8,17,0,1,1
0.750-0.999,16,12,28,5,4,9,1,1,2,0,0,0
0.500-0.749,12,11,23,7,4,11,4,0,4,0,0,0
0.250-0.499,13,3,16,3,0,3,1,1,2,0,0,0
0.000-0.249,56,54,110,8,15,23,1,8,9,1,1,2
