GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,0,2,1,14,15,7,37,44,2,36,38
3.750-3.999,0,0,0,3,19,22,13,75,88,33,167,200
3.500-3.749,2,0,2,5,21,26,18,60,78,48,198,246
3.250-3.499,0,1,1,5,11,16,17,59,76,74,166,240
3.000-3.249,2,4,6,5,16,21,21,49,70,67,112,179
2.750-2.999,1,1,2,5,10,15,16,23,39,48,54,102
2.500-2.749,2,1,3,3,5,8,18,15,33,46,40,86
2.250-2.499,1,1,2,2,3,5,12,11,23,25,20,45
2.000-2.249,6,1,7,2,1,3,8,6,14,7,9,16
1.750-1.999,0,0,0,3,0,3,0,2,2,2,3,5
1.500-1.749,2,0,2,1,0,1,1,0,1,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,1,0,1,0,0,0,1,1,2,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
