GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,63,41,104,127,111,238,55,65,120,48,63,111
3.750-3.999,32,31,63,81,94,175,158,131,289,280,314,594
3.500-3.749,44,31,75,105,108,213,165,175,340,270,281,551
3.250-3.499,46,35,81,82,68,150,131,107,238,236,196,432
3.000-3.249,40,17,57,57,45,102,101,69,170,179,130,309
2.750-2.999,12,12,24,33,18,51,44,38,82,98,81,179
2.500-2.749,20,13,33,27,25,52,35,21,56,62,24,86
2.250-2.499,16,4,20,16,12,28,14,8,22,22,9,31
2.000-2.249,11,4,15,7,8,15,6,3,9,19,6,25
1.750-1.999,2,2,4,4,5,9,2,1,3,1,0,1
1.500-1.749,3,3,6,1,3,4,0,2,2,0,1,1
1.250-1.499,0,4,4,1,1,2,1,0,1,0,0,0
1.000-1.249,0,1,1,0,2,2,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,2,2,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,4,0,4,0,2,2,1,0,1,0,0,0
