GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,27,58,85,39,98,137,19,53,72,28,52,80
3.750-3.999,7,17,24,20,28,48,31,66,97,86,196,282
3.500-3.749,15,31,46,16,50,66,28,70,98,86,197,283
3.250-3.499,15,38,53,25,53,78,18,63,81,68,143,211
3.000-3.249,11,43,54,24,69,93,18,55,73,49,111,160
2.750-2.999,6,9,15,17,25,42,19,41,60,32,79,111
2.500-2.749,7,18,25,13,26,39,14,37,51,21,53,74
2.250-2.499,4,9,13,8,17,25,5,12,17,10,17,27
2.000-2.249,3,13,16,3,13,16,4,12,16,5,17,22
1.750-1.999,3,5,8,2,7,9,2,4,6,2,4,6
1.500-1.749,1,7,8,1,2,3,1,3,4,0,0,0
1.250-1.499,1,6,7,0,2,2,0,0,0,0,0,0
1.000-1.249,1,3,4,0,0,0,0,0,0,0,0,0
0.750-0.999,1,0,1,0,1,1,0,0,0,0,0,0
0.500-0.749,0,1,1,0,0,0,0,0,0,0,0,0
0.250-0.499,1,2,3,0,1,1,0,0,0,0,0,0
0.000-0.249,5,4,9,0,1,1,2,0,2,0,0,0
