GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,3,8,34,76,110,43,117,160,53,140,193
3.750-3.999,6,6,12,53,114,167,81,181,262,185,464,649
3.500-3.749,2,11,13,51,122,173,111,239,350,240,543,783
3.250-3.499,10,13,23,49,119,168,123,246,369,253,435,688
3.000-3.249,9,10,19,65,97,162,161,205,366,241,401,642
2.750-2.999,9,7,16,39,62,101,77,126,203,185,221,406
2.500-2.749,15,3,18,31,55,86,73,87,160,109,153,262
2.250-2.499,5,4,9,29,22,51,50,61,111,81,97,178
2.000-2.249,2,6,8,21,21,42,31,26,57,44,39,83
1.750-1.999,2,2,4,6,12,18,8,10,18,9,8,17
1.500-1.749,1,3,4,1,3,4,0,2,2,2,2,4
1.250-1.499,1,0,1,1,3,4,1,1,2,0,0,0
1.000-1.249,1,1,2,3,0,3,1,2,3,0,0,0
0.750-0.999,1,0,1,2,0,2,0,1,1,0,0,0
0.500-0.749,0,0,0,1,0,1,0,0,0,0,0,0
0.250-0.499,0,1,1,1,0,1,0,0,0,0,0,0
0.000-0.249,1,1,2,0,1,1,0,4,4,0,0,0
