GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,309,89,398,364,115,479,264,58,322,316,76,392
3.750-3.999,155,46,201,335,76,411,431,101,532,1052,304,1356
3.500-3.749,267,75,342,413,114,527,528,131,659,1121,356,1477
3.250-3.499,222,41,263,369,118,487,483,145,628,1172,317,1489
3.000-3.249,294,69,363,405,133,538,459,153,612,1150,349,1499
2.750-2.999,140,41,181,275,92,367,378,99,477,877,242,1119
2.500-2.749,119,36,155,223,59,282,275,79,354,499,136,635
2.250-2.499,73,23,96,122,44,166,134,40,174,292,59,351
2.000-2.249,78,23,101,91,30,121,51,14,65,80,19,99
1.750-1.999,27,8,35,28,7,35,20,7,27,5,5,10
1.500-1.749,24,10,34,19,2,21,7,2,9,0,0,0
1.250-1.499,16,2,18,7,0,7,4,0,4,1,0,1
1.000-1.249,13,1,14,7,2,9,4,0,4,0,0,0
0.750-0.999,7,4,11,3,1,4,1,0,1,0,0,0
0.500-0.749,5,1,6,2,0,2,3,0,3,0,0,0
0.250-0.499,4,0,4,3,0,3,0,0,0,0,0,0
0.000-0.249,24,4,28,1,2,3,1,0,1,0,0,0
