GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,1,2,6,2,8,0,1,1,1,0,1
3.750-3.999,4,1,5,4,7,11,8,10,18,10,20,30
3.500-3.749,4,6,10,5,8,13,10,3,13,15,12,27
3.250-3.499,2,3,5,5,3,8,8,4,12,15,23,38
3.000-3.249,16,8,24,6,9,15,11,10,21,16,21,37
2.750-2.999,7,2,9,3,5,8,8,13,21,16,24,40
2.500-2.749,6,6,12,8,7,15,8,11,19,18,15,33
2.250-2.499,5,5,10,7,3,10,7,5,12,12,9,21
2.000-2.249,4,3,7,5,3,8,4,1,5,7,4,11
1.750-1.999,1,1,2,5,1,6,2,2,4,0,0,0
1.500-1.749,1,3,4,1,0,1,0,0,0,0,0,0
1.250-1.499,3,0,3,0,0,0,0,0,0,0,0,0
1.000-1.249,1,1,2,0,0,0,0,0,0,0,0,0
0.750-0.999,0,1,1,0,0,0,0,0,0,0,0,0
0.500-0.749,1,0,1,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,0,0,0,0,0,0
