GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,98,85,183,697,586,1283,536,558,1094,517,726,1243
3.750-3.999,118,67,185,729,602,1331,913,994,1907,1967,2644,4611
3.500-3.749,216,126,342,777,759,1536,1035,1162,2197,2387,2747,5134
3.250-3.499,209,130,339,751,698,1449,1091,1069,2160,2422,2301,4723
3.000-3.249,233,122,355,790,628,1418,1087,878,1965,2292,1834,4126
2.750-2.999,180,103,283,578,436,1014,805,612,1417,1623,1060,2683
2.500-2.749,155,120,275,489,304,793,622,450,1072,1170,718,1888
2.250-2.499,144,76,220,298,190,488,369,248,617,638,391,1029
2.000-2.249,100,66,166,213,154,367,229,145,374,335,201,536
1.750-1.999,59,34,93,79,51,130,84,44,128,68,58,126
1.500-1.749,52,23,75,48,34,82,37,21,58,14,3,17
1.250-1.499,29,22,51,25,12,37,3,13,16,3,2,5
1.000-1.249,22,10,32,17,9,26,7,8,15,0,0,0
0.750-0.999,13,8,21,7,2,9,2,0,2,0,0,0
0.500-0.749,7,3,10,5,1,6,3,2,5,1,0,1
0.250-0.499,11,2,13,5,2,7,0,0,0,0,0,0
0.000-0.249,11,6,17,5,3,8,4,1,5,0,1,1
