GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,0,2,2,5,8,13,6,2,8
3.750-3.999,0,0,0,4,3,7,3,8,11,28,30,58
3.500-3.749,0,2,2,7,5,12,6,16,22,37,35,72
3.250-3.499,2,0,2,3,9,12,14,17,31,51,47,98
3.000-3.249,1,0,1,12,12,24,14,15,29,36,32,68
2.750-2.999,1,3,4,10,9,19,10,14,24,38,19,57
2.500-2.749,2,2,4,3,5,8,18,6,24,39,25,64
2.250-2.499,1,1,2,5,7,12,11,5,16,23,16,39
2.000-2.249,0,2,2,2,4,6,13,5,18,22,9,31
1.750-1.999,3,0,3,0,2,2,0,2,2,3,3,6
1.500-1.749,1,1,2,0,1,1,2,1,3,1,2,3
1.250-1.499,1,0,1,1,0,1,2,0,2,1,0,1
1.000-1.249,0,0,0,1,0,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,1,0,1,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,2,0,2,0,0,0,0,0,0
