GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,10,12,5,7,12,1,4,5,3,8,11
3.750-3.999,2,5,7,1,10,11,7,20,27,3,49,52
3.500-3.749,3,10,13,5,18,23,11,24,35,16,39,55
3.250-3.499,3,8,11,5,11,16,5,12,17,23,20,43
3.000-3.249,5,6,11,4,3,7,6,9,15,7,21,28
2.750-2.999,3,2,5,0,3,3,1,8,9,4,10,14
2.500-2.749,1,0,1,3,3,6,3,3,6,4,4,8
2.250-2.499,0,1,1,1,0,1,1,2,3,1,2,3
2.000-2.249,1,1,2,0,0,0,0,1,1,0,1,1
1.750-1.999,0,0,0,0,1,1,0,1,1,0,0,0
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,1,0,1,1,0,1,0,0,0,0,0,0
1.000-1.249,0,0,0,1,0,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,1,2,0,0,0,1,0,1,0,0,0
