GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,14,35,49,26,74,100,28,53,81,18,36,54
3.750-3.999,11,15,26,24,57,81,57,82,139,83,184,267
3.500-3.749,16,52,68,41,96,137,87,146,233,136,293,429
3.250-3.499,11,28,39,53,78,131,102,143,245,181,300,481
3.000-3.249,22,43,65,68,109,177,130,166,296,239,309,548
2.750-2.999,9,33,42,53,52,105,108,122,230,249,250,499
2.500-2.749,15,27,42,44,55,99,92,100,192,169,180,349
2.250-2.499,8,21,29,39,50,89,80,69,149,130,111,241
2.000-2.249,5,15,20,34,33,67,54,54,108,79,72,151
1.750-1.999,3,8,11,13,19,32,21,11,32,23,24,47
1.500-1.749,6,9,15,7,7,14,9,9,18,7,2,9
1.250-1.499,0,4,4,1,4,5,7,3,10,2,1,3
1.000-1.249,2,4,6,3,2,5,0,1,1,0,0,0
0.750-0.999,1,0,1,0,3,3,0,0,0,0,0,0
0.500-0.749,2,0,2,0,0,0,0,2,2,0,0,0
0.250-0.499,1,1,2,2,0,2,0,1,1,0,0,0
0.000-0.249,3,9,12,5,3,8,0,1,1,0,0,0
