GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,2,6,0,1,1,1,1,2,2,3,5
3.750-3.999,0,0,0,2,1,3,2,2,4,13,8,21
3.500-3.749,1,0,1,6,1,7,6,2,8,15,8,23
3.250-3.499,1,0,1,5,3,8,10,5,15,34,11,45
3.000-3.249,1,2,3,12,7,19,14,6,20,36,17,53
2.750-2.999,2,0,2,8,4,12,9,7,16,34,7,41
2.500-2.749,0,1,1,7,5,12,10,11,21,26,11,37
2.250-2.499,3,0,3,10,3,13,19,7,26,24,4,28
2.000-2.249,5,1,6,2,2,4,3,2,5,13,11,24
1.750-1.999,0,1,1,1,3,4,0,0,0,3,2,5
1.500-1.749,0,0,0,0,0,0,1,0,1,0,1,1
1.250-1.499,0,2,2,0,0,0,0,1,1,0,0,0
1.000-1.249,1,0,1,1,0,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,1,1,0,0,0,0,0,0,0,0,0
0.000-0.249,1,2,3,0,0,0,0,0,0,0,0,0
