GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,2,2,5,18,23,4,14,18,2,17,19
3.750-3.999,1,1,2,6,22,28,5,31,36,16,54,70
3.500-3.749,0,2,2,2,20,22,9,52,61,23,106,129
3.250-3.499,0,4,4,2,17,19,3,39,42,13,85,98
3.000-3.249,1,5,6,8,20,28,6,11,17,5,28,33
2.750-2.999,3,3,6,1,4,5,1,2,3,1,3,4
2.500-2.749,3,2,5,1,2,3,0,2,2,0,3,3
2.250-2.499,1,0,1,0,1,1,0,0,0,0,0,0
2.000-2.249,0,0,0,0,0,0,0,0,0,0,0,0
1.750-1.999,0,0,0,0,0,0,0,0,0,0,0,0
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
