GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,1,1,22,18,40,24,10,34,23,18,41
3.750-3.999,6,5,11,25,35,60,39,29,68,70,82,152
3.500-3.749,6,4,10,43,43,86,37,36,73,65,85,150
3.250-3.499,2,7,9,27,38,65,31,42,73,71,95,166
3.000-3.249,7,11,18,31,44,75,41,45,86,59,93,152
2.750-2.999,12,10,22,33,34,67,48,36,84,67,50,117
2.500-2.749,8,11,19,16,33,49,25,19,44,57,50,107
2.250-2.499,2,11,13,17,19,36,11,14,25,41,25,66
2.000-2.249,4,11,15,11,13,24,16,5,21,16,16,32
1.750-1.999,2,3,5,6,3,9,5,4,9,3,3,6
1.500-1.749,1,1,2,2,4,6,6,2,8,0,1,1
1.250-1.499,2,0,2,3,0,3,1,1,2,0,0,0
1.000-1.249,1,1,2,0,0,0,2,0,2,0,0,0
0.750-0.999,0,0,0,1,0,1,0,0,0,1,0,1
0.500-0.749,1,0,1,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,1,1,0,0,0,0,0,0
