GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,14,18,32,56,105,161,10,28,38,0,1,1
3.750-3.999,5,9,14,43,82,125,15,24,39,0,2,2
3.500-3.749,24,23,47,79,118,197,17,42,59,1,10,11
3.250-3.499,20,26,46,62,88,150,22,35,57,4,4,8
3.000-3.249,28,35,63,61,99,160,37,41,78,0,2,2
2.750-2.999,21,22,43,70,55,125,27,33,60,1,2,3
2.500-2.749,29,36,65,58,61,119,38,39,77,5,4,9
2.250-2.499,24,17,41,35,28,63,26,16,42,4,0,4
2.000-2.249,12,11,23,47,24,71,18,17,35,5,1,6
1.750-1.999,14,4,18,16,15,31,9,4,13,2,1,3
1.500-1.749,13,11,24,13,14,27,1,3,4,0,1,1
1.250-1.499,6,5,11,6,7,13,2,1,3,0,0,0
1.000-1.249,11,10,21,6,6,12,1,1,2,0,0,0
0.750-0.999,13,2,15,1,0,1,0,0,0,0,0,0
0.500-0.749,5,4,9,2,2,4,1,1,2,0,0,0
0.250-0.499,2,3,5,2,2,4,0,1,1,0,0,0
0.000-0.249,15,7,22,2,0,2,0,0,0,0,0,0
