GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,32,62,94,41,88,129,21,43,64,24,55,79
3.750-3.999,8,18,26,13,40,53,39,75,114,79,209,288
3.500-3.749,15,41,56,23,57,80,27,61,88,80,171,251
3.250-3.499,12,33,45,28,53,81,31,56,87,50,147,197
3.000-3.249,17,26,43,15,44,59,28,43,71,43,112,155
2.750-2.999,6,26,32,10,38,48,12,34,46,25,66,91
2.500-2.749,11,19,30,7,31,38,17,30,47,26,58,84
2.250-2.499,3,12,15,7,15,22,5,17,22,10,20,30
2.000-2.249,5,12,17,14,13,27,5,6,11,7,13,20
1.750-1.999,4,6,10,1,8,9,1,9,10,0,3,3
1.500-1.749,0,5,5,2,2,4,0,3,3,0,1,1
1.250-1.499,2,3,5,0,1,1,1,0,1,0,0,0
1.000-1.249,2,3,5,0,0,0,0,0,0,0,0,0
0.750-0.999,1,1,2,0,2,2,0,0,0,0,0,0
0.500-0.749,1,6,7,0,0,0,0,0,0,0,0,0
0.250-0.499,1,1,2,0,0,0,0,0,0,0,0,0
0.000-0.249,2,3,5,0,0,0,1,0,1,0,0,0
