GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,9,17,26,24,21,45,18,17,35,11,13,24
3.750-3.999,11,13,24,35,21,56,40,32,72,69,64,133
3.500-3.749,19,11,30,48,23,71,69,29,98,143,76,219
3.250-3.499,17,6,23,49,14,63,89,31,120,173,46,219
3.000-3.249,10,17,27,35,18,53,85,21,106,166,37,203
2.750-2.999,7,5,12,22,10,32,66,9,75,108,17,125
2.500-2.749,7,6,13,16,10,26,43,6,49,72,10,82
2.250-2.499,6,2,8,11,3,14,6,3,9,18,0,18
2.000-2.249,6,2,8,6,3,9,1,5,6,3,2,5
1.750-1.999,2,2,4,1,0,1,4,0,4,1,1,2
1.500-1.749,2,2,4,0,1,1,2,0,2,0,0,0
1.250-1.499,1,0,1,2,0,2,0,0,0,0,0,0
1.000-1.249,1,1,2,0,0,0,0,1,1,0,0,0
0.750-0.999,2,1,3,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
