GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,0,2,1,0,1,1,0,1,2,1,3
3.750-3.999,0,1,1,2,2,4,3,2,5,7,8,15
3.500-3.749,3,1,4,4,0,4,6,4,10,9,8,17
3.250-3.499,1,1,2,7,1,8,11,3,14,17,12,29
3.000-3.249,5,1,6,6,1,7,6,2,8,28,15,43
2.750-2.999,0,0,0,5,0,5,8,5,13,19,10,29
2.500-2.749,4,0,4,4,1,5,5,4,9,25,10,35
2.250-2.499,1,2,3,5,1,6,3,3,6,21,5,26
2.000-2.249,1,0,1,2,2,4,4,2,6,9,1,10
1.750-1.999,0,0,0,2,0,2,0,1,1,4,0,4
1.500-1.749,0,1,1,0,0,0,1,1,2,0,1,1
1.250-1.499,0,0,0,1,0,1,0,1,1,0,1,1
1.000-1.249,1,1,2,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
