GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,36,43,79,133,132,265,71,59,130,52,76,128
3.750-3.999,44,34,78,110,107,217,168,161,329,266,271,537
3.500-3.749,33,30,63,123,96,219,152,142,294,289,289,578
3.250-3.499,25,22,47,71,67,138,118,99,217,248,232,480
3.000-3.249,36,12,48,52,44,96,100,72,172,188,111,299
2.750-2.999,11,6,17,27,20,47,47,32,79,124,68,192
2.500-2.749,11,5,16,26,12,38,25,20,45,57,36,93
2.250-2.499,7,3,10,12,6,18,18,7,25,25,18,43
2.000-2.249,8,2,10,4,6,10,8,5,13,10,6,16
1.750-1.999,2,0,2,4,2,6,0,1,1,1,0,1
1.500-1.749,5,1,6,3,1,4,0,1,1,0,0,0
1.250-1.499,0,2,2,0,0,0,0,0,0,0,0,0
1.000-1.249,3,1,4,0,0,0,0,1,1,0,0,0
0.750-0.999,3,0,3,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,2,3,0,1,1,0,0,0,0,0,0
