GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,1,1,1,0,1,0,0,0,0,0,0
3.750-3.999,1,1,2,5,4,9,2,0,2,4,7,11
3.500-3.749,0,2,2,3,7,10,6,4,10,5,5,10
3.250-3.499,1,2,3,6,7,13,6,3,9,3,12,15
3.000-3.249,2,3,5,13,6,19,5,7,12,5,7,12
2.750-2.999,1,2,3,5,6,11,9,11,20,4,15,19
2.500-2.749,1,5,6,7,8,15,7,5,12,11,8,19
2.250-2.499,0,1,1,4,6,10,5,2,7,8,3,11
2.000-2.249,2,3,5,3,1,4,4,1,5,4,1,5
1.750-1.999,2,1,3,3,1,4,1,1,2,0,0,0
1.500-1.749,0,1,1,0,1,1,0,0,0,0,0,0
1.250-1.499,0,1,1,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,1,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
