GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,1,1,2,4,6,2,7,9,2,9,11
3.750-3.999,0,1,1,3,6,9,4,27,31,7,44,51
3.500-3.749,0,3,3,3,12,15,5,21,26,20,43,63
3.250-3.499,2,1,3,6,11,17,8,16,24,20,20,40
3.000-3.249,0,0,0,4,4,8,5,13,18,15,20,35
2.750-2.999,0,2,2,1,0,1,3,6,9,10,7,17
2.500-2.749,0,1,1,0,0,0,4,5,9,2,5,7
2.250-2.499,0,0,0,0,2,2,0,0,0,2,2,4
2.000-2.249,0,0,0,0,0,0,1,1,2,0,1,1
1.750-1.999,0,0,0,1,0,1,1,1,2,0,0,0
1.500-1.749,0,0,0,0,0,0,0,0,0,0,0,0
1.250-1.499,0,1,1,1,0,1,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
