GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,79,72,151,82,86,168,123,165,288,176,258,434
3.750-3.999,5,4,9,94,100,194,244,311,555,566,755,1321
3.500-3.749,69,66,135,126,131,257,346,403,749,710,942,1652
3.250-3.499,10,5,15,84,113,197,361,338,699,827,874,1701
3.000-3.249,63,46,109,121,132,253,367,302,669,877,719,1596
2.750-2.999,18,11,29,102,92,194,263,173,436,636,516,1152
2.500-2.749,37,33,70,89,79,168,192,137,329,474,316,790
2.250-2.499,17,15,32,80,43,123,113,88,201,299,168,467
2.000-2.249,22,15,37,44,40,84,57,40,97,110,95,205
1.750-1.999,12,8,20,13,10,23,17,12,29,18,18,36
1.500-1.749,3,2,5,2,4,6,2,1,3,0,1,1
1.250-1.499,1,1,2,1,0,1,0,1,1,1,0,1
1.000-1.249,1,1,2,1,0,1,0,0,0,0,0,0
0.750-0.999,1,0,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,1,0,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,30,22,52,7,4,11,2,9,11,2,2,4
