GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,2,2,4,0,3,3,4,3,7
3.750-3.999,0,0,0,1,2,3,5,6,11,14,24,38
3.500-3.749,0,0,0,6,3,9,16,16,32,48,45,93
3.250-3.499,0,0,0,3,4,7,28,19,47,104,41,145
3.000-3.249,0,1,1,5,4,9,36,15,51,119,41,160
2.750-2.999,1,1,2,6,1,7,32,6,38,112,31,143
2.500-2.749,1,0,1,6,3,9,23,5,28,71,23,94
2.250-2.499,1,0,1,7,1,8,14,5,19,40,9,49
2.000-2.249,0,1,1,3,0,3,4,3,7,12,3,15
1.750-1.999,0,0,0,0,0,0,2,0,2,0,1,1
1.500-1.749,0,0,0,0,0,0,1,0,1,1,0,1
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,1,0,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
