GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,35,7,42,190,74,264,116,46,162,134,43,177
3.750-3.999,59,17,76,301,87,388,254,72,326,532,192,724
3.500-3.749,105,30,135,301,109,410,303,91,394,703,253,956
3.250-3.499,112,13,125,333,83,416,382,95,477,861,284,1145
3.000-3.249,130,34,164,326,89,415,411,116,527,991,298,1289
2.750-2.999,99,21,120,252,70,322,352,101,453,751,213,964
2.500-2.749,110,23,133,212,66,278,322,64,386,570,139,709
2.250-2.499,71,14,85,146,42,188,179,31,210,300,66,366
2.000-2.249,67,22,89,102,22,124,115,17,132,141,28,169
1.750-1.999,38,9,47,44,7,51,24,7,31,36,9,45
1.500-1.749,25,4,29,21,4,25,11,2,13,6,3,9
1.250-1.499,21,5,26,8,3,11,4,0,4,1,0,1
1.000-1.249,20,4,24,5,0,5,2,0,2,0,0,0
0.750-0.999,7,2,9,1,0,1,0,0,0,0,0,0
0.500-0.749,3,1,4,1,0,1,1,1,2,1,0,1
0.250-0.499,2,0,2,1,0,1,1,0,1,0,0,0
0.000-0.249,4,1,5,2,0,2,2,0,2,0,0,0
