GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,1,2,5,10,15,9,35,44,12,43,55
3.750-3.999,0,0,0,3,13,16,23,56,79,50,142,192
3.500-3.749,2,2,4,10,24,34,33,85,118,55,162,217
3.250-3.499,2,0,2,13,23,36,33,104,137,76,156,232
3.000-3.249,0,1,1,12,30,42,38,76,114,86,168,254
2.750-2.999,3,0,3,8,11,19,32,48,80,75,105,180
2.500-2.749,2,1,3,7,13,20,30,36,66,54,71,125
2.250-2.499,0,1,1,5,6,11,16,20,36,27,45,72
2.000-2.249,1,0,1,2,0,2,6,8,14,23,28,51
1.750-1.999,0,0,0,0,1,1,4,4,8,2,2,4
1.500-1.749,1,0,1,0,1,1,1,0,1,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,0,1,1,1,0,1,0,0,0
