GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,2,0,2,9,12,21,11,18,29,7,25,32
3.750-3.999,0,0,0,3,8,11,17,32,49,30,73,103
3.500-3.749,4,0,4,9,15,24,28,62,90,44,124,168
3.250-3.499,0,0,0,7,7,14,41,47,88,65,135,200
3.000-3.249,1,1,2,11,20,31,40,55,95,93,148,241
2.750-2.999,1,0,1,9,9,18,28,48,76,104,120,224
2.500-2.749,2,1,3,8,10,18,31,44,75,106,101,207
2.250-2.499,0,0,0,4,6,10,25,15,40,71,64,135
2.000-2.249,1,1,2,7,7,14,24,19,43,46,37,83
1.750-1.999,0,0,0,5,5,10,3,5,8,11,11,22
1.500-1.749,0,1,1,0,0,0,0,1,1,0,0,0
1.250-1.499,0,0,0,0,2,2,0,0,0,1,0,1
1.000-1.249,0,0,0,1,0,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,1,1,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,1,2,1,2,3,1,0,1,0,2,2
