GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,12,19,31,24,27,51,25,19,44,11,13,24
3.750-3.999,13,11,24,29,25,54,44,42,86,69,88,157
3.500-3.749,6,10,16,44,26,70,78,56,134,145,95,240
3.250-3.499,14,11,25,38,28,66,95,49,144,186,85,271
3.000-3.249,14,14,28,38,25,63,94,38,132,198,51,249
2.750-2.999,11,5,16,30,12,42,62,16,78,160,36,196
2.500-2.749,10,5,15,25,8,33,58,16,74,110,22,132
2.250-2.499,5,3,8,14,4,18,31,7,38,44,15,59
2.000-2.249,2,2,4,15,3,18,16,7,23,19,5,24
1.750-1.999,1,2,3,3,0,3,5,3,8,3,2,5
1.500-1.749,1,0,1,1,1,2,5,0,5,0,0,0
1.250-1.499,3,2,5,1,0,1,0,0,0,0,0,0
1.000-1.249,0,1,1,2,3,5,0,0,0,0,0,0
0.750-0.999,0,0,0,2,0,2,0,0,0,0,0,0
0.500-0.749,1,0,1,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,2,3,5,2,0,2,0,0,0,0,0,0
