GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,39,24,63,161,149,310,88,80,168,95,86,181
3.750-3.999,32,27,59,109,109,218,137,153,290,299,308,607
3.500-3.749,34,35,69,136,123,259,160,175,335,323,340,663
3.250-3.499,40,20,60,80,85,165,154,127,281,281,234,515
3.000-3.249,32,36,68,81,71,152,110,89,199,204,158,362
2.750-2.999,20,29,49,36,38,74,42,33,75,96,57,153
2.500-2.749,16,16,32,35,23,58,31,26,57,60,46,106
2.250-2.499,13,9,22,13,18,31,15,9,24,29,15,44
2.000-2.249,7,11,18,7,9,16,10,7,17,7,4,11
1.750-1.999,3,0,3,2,5,7,2,1,3,3,2,5
1.500-1.749,3,3,6,1,2,3,1,2,3,0,0,0
1.250-1.499,1,0,1,0,2,2,0,0,0,0,1,1
1.000-1.249,1,0,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,1,1,2,0,0,0,0,0,0,0,0,0
0.250-0.499,1,0,1,0,0,0,0,0,0,0,0,0
0.000-0.249,1,2,3,0,0,0,0,1,1,0,0,0
