GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,7,17,24,5,7,12,0,0,0
3.750-3.999,0,1,1,8,17,25,4,10,14,1,0,1
3.500-3.749,2,0,2,13,29,42,4,11,15,0,1,1
3.250-3.499,2,2,4,17,31,48,8,9,17,0,0,0
3.000-3.249,2,1,3,15,24,39,8,16,24,1,2,3
2.750-2.999,1,1,2,8,20,28,16,19,35,1,1,2
2.500-2.749,2,1,3,19,13,32,10,13,23,1,0,1
2.250-2.499,2,2,4,12,4,16,11,17,28,0,1,1
2.000-2.249,3,0,3,11,9,20,7,4,11,0,1,1
1.750-1.999,3,1,4,5,1,6,2,1,3,0,0,0
1.500-1.749,0,1,1,4,1,5,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,1,1,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,0,0,0,0,0,0
