GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,48,67,115,51,103,154,32,40,72,49,27,76
3.750-3.999,8,12,20,31,36,67,57,54,111,99,100,199
3.500-3.749,42,45,87,42,82,124,45,67,112,90,100,190
3.250-3.499,34,32,66,32,55,87,46,55,101,74,111,185
3.000-3.249,23,47,70,37,53,90,37,61,98,97,82,179
2.750-2.999,12,17,29,18,22,40,42,30,72,65,64,129
2.500-2.749,16,25,41,19,32,51,25,28,53,41,40,81
2.250-2.499,15,20,35,13,15,28,11,14,25,22,21,43
2.000-2.249,15,18,33,7,20,27,4,6,10,13,6,19
1.750-1.999,3,7,10,3,3,6,3,4,7,6,5,11
1.500-1.749,5,7,12,3,7,10,0,0,0,2,0,2
1.250-1.499,3,1,4,1,1,2,2,0,2,0,0,0
1.000-1.249,7,4,11,1,1,2,0,0,0,0,0,0
0.750-0.999,0,1,1,0,1,1,0,0,0,0,0,0
0.500-0.749,3,0,3,0,0,0,1,0,1,0,0,0
0.250-0.499,1,1,2,0,2,2,0,0,0,0,0,0
0.000-0.249,7,8,15,1,2,3,1,1,2,1,0,1
