GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,7,36,43,10,80,90,12,88,100,5,50,55
3.750-3.999,2,13,15,9,48,57,20,115,135,31,277,308
3.500-3.749,2,21,23,18,65,83,23,125,148,32,275,307
3.250-3.499,0,22,22,8,64,72,12,92,104,30,171,201
3.000-3.249,3,30,33,3,56,59,9,56,65,27,113,140
2.750-2.999,1,19,20,5,23,28,7,30,37,6,37,43
2.500-2.749,3,21,24,2,15,17,1,8,9,2,9,11
2.250-2.499,3,7,10,0,6,6,2,4,6,0,4,4
2.000-2.249,1,5,6,1,3,4,1,2,3,0,1,1
1.750-1.999,1,1,2,0,1,1,0,1,1,1,0,1
1.500-1.749,0,1,1,0,1,1,0,1,1,0,0,0
1.250-1.499,0,1,1,1,0,1,0,0,0,0,0,0
1.000-1.249,1,0,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,2,2,0,0,0,0,0,0
0.250-0.499,0,0,0,0,1,1,0,0,0,0,0,0
0.000-0.249,0,1,1,0,0,0,0,0,0,0,0,0
