GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,5,8,13,15,18,33,11,9,20,11,10,21
3.750-3.999,3,11,14,22,25,47,28,27,55,39,75,114
3.500-3.749,5,7,12,39,31,70,58,41,99,106,97,203
3.250-3.499,13,8,21,46,30,76,83,46,129,167,93,260
3.000-3.249,12,8,20,45,22,67,104,42,146,221,87,308
2.750-2.999,7,4,11,47,12,59,82,18,100,194,49,243
2.500-2.749,8,5,13,20,7,27,64,20,84,112,27,139
2.250-2.499,6,3,9,28,10,38,31,7,38,74,13,87
2.000-2.249,5,2,7,12,6,18,18,3,21,20,9,29
1.750-1.999,1,1,2,5,1,6,4,2,6,2,2,4
1.500-1.749,4,0,4,6,1,7,2,1,3,0,0,0
1.250-1.499,2,1,3,0,1,1,0,1,1,0,0,0
1.000-1.249,1,0,1,0,0,0,0,0,0,0,0,0
0.750-0.999,1,0,1,1,0,1,0,1,1,0,0,0
0.500-0.749,0,0,0,3,0,3,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,1,0,1,0,0,0,0,0,0
