GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,4,5,31,65,96,43,54,97,27,72,99
3.750-3.999,2,8,10,37,49,86,61,111,172,110,285,395
3.500-3.749,3,18,21,53,95,148,86,170,256,209,298,507
3.250-3.499,12,17,29,53,91,144,121,158,279,241,318,559
3.000-3.249,11,17,28,64,69,133,130,170,300,224,346,570
2.750-2.999,10,14,24,49,55,104,99,107,206,170,205,375
2.500-2.749,6,18,24,37,50,87,84,94,178,161,151,312
2.250-2.499,9,9,18,25,30,55,57,52,109,109,119,228
2.000-2.249,5,5,10,22,26,48,40,20,60,51,56,107
1.750-1.999,2,6,8,5,4,9,12,8,20,12,22,34
1.500-1.749,0,2,2,3,6,9,4,2,6,4,1,5
1.250-1.499,1,1,2,1,0,1,0,2,2,0,1,1
1.000-1.249,4,2,6,1,1,2,1,2,3,0,0,0
0.750-0.999,0,1,1,0,0,0,0,0,0,0,0,0
0.500-0.749,0,1,1,0,0,0,1,0,1,0,0,0
0.250-0.499,0,0,0,1,0,1,0,0,0,0,0,0
0.000-0.249,0,0,0,2,0,2,2,1,3,0,0,0
