GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,5,5,14,68,82,23,122,145,5,90,95
3.750-3.999,1,3,4,24,82,106,37,190,227,56,499,555
3.500-3.749,2,7,9,29,107,136,57,214,271,116,562,678
3.250-3.499,4,17,21,22,69,91,58,163,221,140,388,528
3.000-3.249,7,6,13,20,68,88,56,107,163,133,236,369
2.750-2.999,1,10,11,22,42,64,39,51,90,95,136,231
2.500-2.749,3,10,13,17,35,52,35,31,66,82,69,151
2.250-2.499,2,6,8,9,8,17,12,16,28,40,25,65
2.000-2.249,2,3,5,4,2,6,8,7,15,14,11,25
1.750-1.999,1,0,1,0,1,1,1,3,4,3,2,5
1.500-1.749,1,1,2,0,1,1,0,1,1,0,0,0
1.250-1.499,1,0,1,1,0,1,0,0,0,0,0,0
1.000-1.249,0,0,0,1,0,1,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,1,0,1,0,0,0,0,0,0
