GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,48,51,99,6,24,30,8,5,13,0,0,0
3.750-3.999,0,1,1,18,21,39,1,4,5,1,1,2
3.500-3.749,51,46,97,31,35,66,3,10,13,0,3,3
3.250-3.499,1,3,4,10,20,30,2,6,8,0,1,1
3.000-3.249,30,49,79,21,29,50,7,10,17,0,0,0
2.750-2.999,5,3,8,11,15,26,6,10,16,0,1,1
2.500-2.749,20,24,44,17,8,25,6,8,14,1,0,1
2.250-2.499,5,2,7,8,10,18,8,5,13,1,1,2
2.000-2.249,11,13,24,15,15,30,4,3,7,1,1,2
1.750-1.999,3,3,6,6,4,10,2,2,4,0,0,0
1.500-1.749,1,4,5,0,2,2,1,0,1,0,0,0
1.250-1.499,1,0,1,0,1,1,0,0,0,0,0,0
1.000-1.249,1,4,5,1,1,2,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,1,0,1,0,0,0,0,0,0,0,0,0
0.250-0.499,0,1,1,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
