GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,434,425,859,635,704,1339,347,417,764,321,425,746
3.750-3.999,261,180,441,579,574,1153,645,773,1418,1243,1860,3103
3.500-3.749,397,356,753,787,732,1519,860,992,1852,1666,2255,3921
3.250-3.499,328,267,595,786,703,1489,1002,944,1946,1969,2041,4010
3.000-3.249,508,378,886,843,768,1611,1032,924,1956,2216,1697,3913
2.750-2.999,260,213,473,638,480,1118,928,652,1580,1765,1255,3020
2.500-2.749,275,215,490,521,414,935,789,485,1274,1280,825,2105
2.250-2.499,168,143,311,371,283,654,501,311,812,792,442,1234
2.000-2.249,184,158,342,264,218,482,311,166,477,390,240,630
1.750-1.999,93,50,143,124,84,208,98,56,154,110,64,174
1.500-1.749,74,46,120,70,48,118,42,35,77,18,8,26
1.250-1.499,43,32,75,15,17,32,16,11,27,4,1,5
1.000-1.249,45,24,69,12,18,30,8,10,18,0,1,1
0.750-0.999,18,13,31,8,8,16,0,1,1,0,0,0
0.500-0.749,16,7,23,10,3,13,1,4,5,0,0,0
0.250-0.499,9,7,16,5,0,5,1,2,3,0,1,1
0.000-0.249,63,38,101,16,9,25,7,4,11,0,2,2
