GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,0,1,1,4,5,9,2,3,5
3.750-3.999,0,0,0,1,1,2,3,5,8,8,10,18
3.500-3.749,0,0,0,1,2,3,0,2,2,10,10,20
3.250-3.499,0,0,0,0,1,1,3,10,13,14,16,30
3.000-3.249,0,0,0,5,3,8,4,5,9,4,15,19
2.750-2.999,0,0,0,2,2,4,6,4,10,21,11,32
2.500-2.749,1,0,1,1,0,1,5,2,7,12,14,26
2.250-2.499,1,0,1,1,2,3,7,4,11,7,5,12
2.000-2.249,0,0,0,0,1,1,4,1,5,9,3,12
1.750-1.999,0,1,1,0,1,1,1,0,1,1,1,2
1.500-1.749,0,0,0,0,0,0,1,1,2,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,1,0,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,3,3,1,2,3,1,2,3
