GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,12,13,4,19,23,2,10,12,3,12,15
3.750-3.999,1,6,7,4,14,18,3,22,25,11,43,54
3.500-3.749,1,10,11,5,29,34,9,39,48,14,79,93
3.250-3.499,0,8,8,3,25,28,6,33,39,22,73,95
3.000-3.249,4,12,16,5,20,25,5,20,25,8,40,48
2.750-2.999,5,6,11,4,8,12,1,1,2,2,4,6
2.500-2.749,2,7,9,0,10,10,0,1,1,0,3,3
2.250-2.499,4,1,5,0,2,2,0,0,0,0,1,1
2.000-2.249,0,4,4,0,2,2,0,0,0,0,0,0
1.750-1.999,0,2,2,0,0,0,0,1,1,0,0,0
1.500-1.749,0,0,0,0,0,0,0,1,1,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,2,2,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,2,2,0,0,0,0,0,0,0,0,0
