GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,3,8,11,0,0,0,1,2,3,4,3,7
3.750-3.999,0,0,0,0,1,1,4,7,11,15,14,29
3.500-3.749,1,2,3,5,2,7,6,2,8,20,8,28
3.250-3.499,0,0,0,4,2,6,9,5,14,23,12,35
3.000-3.249,4,4,8,6,0,6,19,9,28,36,7,43
2.750-2.999,0,0,0,6,2,8,12,4,16,32,15,47
2.500-2.749,7,2,9,6,6,12,10,2,12,32,11,43
2.250-2.499,0,0,0,5,2,7,10,3,13,24,8,32
2.000-2.249,5,0,5,6,5,11,5,0,5,10,3,13
1.750-1.999,2,1,3,2,1,3,3,0,3,1,2,3
1.500-1.749,5,1,6,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,2,2,4,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,3,0,3,0,0,0,0,0,0,0,0,0
