GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,20,52,72,51,91,142,40,71,111,23,50,73
3.750-3.999,15,18,33,41,66,107,65,135,200,96,220,316
3.500-3.749,20,49,69,59,104,163,92,161,253,178,278,456
3.250-3.499,29,54,83,60,101,161,111,158,269,192,310,502
3.000-3.249,25,57,82,82,121,203,119,148,267,210,321,531
2.750-2.999,18,16,34,60,69,129,91,101,192,164,193,357
2.500-2.749,19,27,46,49,50,99,87,90,177,135,156,291
2.250-2.499,6,16,22,28,44,72,45,58,103,93,100,193
2.000-2.249,6,12,18,19,23,42,36,36,72,55,58,113
1.750-1.999,7,6,13,4,11,15,21,5,26,10,21,31
1.500-1.749,4,10,14,3,5,8,3,6,9,1,3,4
1.250-1.499,3,7,10,2,1,3,2,1,3,0,0,0
1.000-1.249,2,4,6,1,1,2,0,1,1,1,0,1
0.750-0.999,1,2,3,2,2,4,0,0,0,0,0,0
0.500-0.749,0,3,3,0,1,1,0,0,0,0,0,0
0.250-0.499,0,1,1,0,0,0,0,0,0,0,0,0
0.000-0.249,4,6,10,3,2,5,0,3,3,0,0,0
