GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,4,3,7,2,3,5,1,1,2
3.750-3.999,0,0,0,11,16,27,7,8,15,14,12,26
3.500-3.749,0,0,0,9,14,23,4,5,9,16,13,29
3.250-3.499,0,0,0,8,5,13,8,8,16,14,9,23
3.000-3.249,0,0,0,10,10,20,9,8,17,21,23,44
2.750-2.999,0,0,0,9,5,14,10,7,17,21,17,38
2.500-2.749,0,0,0,12,3,15,7,7,14,19,16,35
2.250-2.499,1,0,1,5,3,8,8,5,13,10,10,20
2.000-2.249,1,0,1,5,2,7,3,5,8,5,6,11
1.750-1.999,2,1,3,0,3,3,3,0,3,1,0,1
1.500-1.749,2,0,2,0,1,1,0,0,0,0,0,0
1.250-1.499,0,1,1,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
