GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,6,2,8,4,6,10,6,23,29,21,24,45
3.750-3.999,0,0,0,16,6,22,29,42,71,90,125,215
3.500-3.749,3,0,3,13,7,20,37,44,81,88,88,176
3.250-3.499,0,0,0,14,7,21,56,42,98,87,80,167
3.000-3.249,1,0,1,7,5,12,43,19,62,62,69,131
2.750-2.999,2,1,3,3,5,8,6,11,17,49,37,86
2.500-2.749,2,0,2,6,1,7,18,5,23,29,17,46
2.250-2.499,2,0,2,1,1,2,8,1,9,15,7,22
2.000-2.249,5,0,5,2,0,2,2,1,3,9,3,12
1.750-1.999,0,0,0,0,0,0,0,0,0,0,1,1
1.500-1.749,1,0,1,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,1,0,1,0,0,0
1.000-1.249,0,0,0,0,0,0,1,0,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,1,2,0,1,1,0,0,0,0,0,0
