GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,1,1,2,52,47,99,45,46,91,43,39,82
3.750-3.999,7,3,10,83,87,170,102,95,197,192,224,416
3.500-3.749,12,5,17,90,89,179,112,109,221,267,293,560
3.250-3.499,9,11,20,73,66,139,128,115,243,292,270,562
3.000-3.249,16,9,25,62,56,118,102,78,180,247,216,463
2.750-2.999,7,5,12,52,33,85,62,51,113,157,109,266
2.500-2.749,7,3,10,28,20,48,48,29,77,90,67,157
2.250-2.499,4,1,5,13,14,27,23,11,34,46,25,71
2.000-2.249,4,3,7,13,3,16,8,5,13,33,11,44
1.750-1.999,1,2,3,0,1,1,3,3,6,7,3,10
1.500-1.749,1,0,1,2,1,3,1,1,2,0,0,0
1.250-1.499,0,1,1,1,0,1,0,0,0,0,0,0
1.000-1.249,1,0,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,0,1,0,0,0,0,0,0,0,0,0
