GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,51,52,103,25,46,71,34,56,90,31,91,122
3.750-3.999,3,2,5,21,40,61,40,94,134,93,215,308
3.500-3.749,78,65,143,43,48,91,49,140,189,114,263,377
3.250-3.499,0,4,4,25,40,65,56,122,178,154,284,438
3.000-3.249,51,58,109,29,48,77,72,143,215,159,288,447
2.750-2.999,8,4,12,31,40,71,51,91,142,143,188,331
2.500-2.749,13,12,25,26,32,58,42,56,98,114,163,277
2.250-2.499,9,6,15,19,22,41,34,38,72,79,84,163
2.000-2.249,13,19,32,16,10,26,25,16,41,41,56,97
1.750-1.999,4,4,8,5,8,13,6,7,13,7,8,15
1.500-1.749,0,5,5,1,2,3,0,0,0,0,0,0
1.250-1.499,0,3,3,1,2,3,0,0,0,0,1,1
1.000-1.249,1,3,4,0,1,1,0,2,2,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,1,1,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,3,3,0,0,0,0,1,1,0,0,0
