GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,9,7,16,21,24,45,28,12,40,16,12,28
3.750-3.999,8,7,15,28,27,55,59,40,99,73,89,162
3.500-3.749,16,11,27,41,34,75,67,62,129,140,92,232
3.250-3.499,12,11,23,52,29,81,83,41,124,176,85,261
3.000-3.249,16,15,31,50,20,70,91,42,133,212,72,284
2.750-2.999,4,4,8,37,12,49,74,17,91,186,39,225
2.500-2.749,12,4,16,24,8,32,60,22,82,86,20,106
2.250-2.499,8,0,8,12,1,13,37,7,44,53,10,63
2.000-2.249,3,0,3,14,2,16,6,5,11,17,4,21
1.750-1.999,1,0,1,6,0,6,8,0,8,2,1,3
1.500-1.749,3,2,5,1,0,1,2,2,4,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,1,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,1,1,0,1,1,0,0,0,0,0,0
0.250-0.499,0,0,0,1,0,1,0,0,0,0,0,0
0.000-0.249,3,2,5,3,0,3,0,0,0,0,0,0
