GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,4,0,4,0,2,2,2,27,29,2,19,21
3.750-3.999,0,0,0,2,2,4,7,55,62,20,146,166
3.500-3.749,7,1,8,4,6,10,19,74,93,44,193,237
3.250-3.499,1,1,2,5,10,15,21,55,76,61,140,201
3.000-3.249,4,2,6,9,5,14,22,42,64,64,126,190
2.750-2.999,0,1,1,5,8,13,12,24,36,49,73,122
2.500-2.749,1,0,1,5,2,7,19,20,39,54,46,100
2.250-2.499,1,0,1,5,0,5,16,9,25,32,24,56
2.000-2.249,0,0,0,1,3,4,6,4,10,22,8,30
1.750-1.999,0,0,0,3,0,3,5,0,5,3,5,8
1.500-1.749,0,0,0,1,1,2,0,0,0,1,0,1
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,1,1,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,1,2,0,0,0,0,0,0,0,0,0
