GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,58,61,119,19,21,40,8,4,12,0,0,0
3.750-3.999,0,0,0,7,10,17,5,3,8,0,0,0
3.500-3.749,60,59,119,25,28,53,2,8,10,0,1,1
3.250-3.499,4,3,7,13,18,31,10,13,23,1,1,2
3.000-3.249,41,35,76,26,32,58,13,10,23,0,1,1
2.750-2.999,2,5,7,16,20,36,9,11,20,1,0,1
2.500-2.749,15,18,33,14,19,33,13,12,25,3,0,3
2.250-2.499,3,5,8,21,12,33,10,12,22,1,2,3
2.000-2.249,8,5,13,9,11,20,6,11,17,0,2,2
1.750-1.999,6,3,9,1,2,3,1,1,2,2,0,2
1.500-1.749,1,2,3,0,3,3,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,1,1,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,1,1,2,0,0,0,0,0,0,0,0,0
