GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,1,0,1,1,0,1,0,2,2
3.750-3.999,0,0,0,0,1,1,2,4,6,3,6,9
3.500-3.749,0,0,0,8,0,8,0,2,2,17,12,29
3.250-3.499,0,0,0,8,2,10,6,3,9,25,13,38
3.000-3.249,1,1,2,7,2,9,6,3,9,35,9,44
2.750-2.999,0,0,0,15,1,16,5,4,9,34,10,44
2.500-2.749,6,0,6,8,1,9,9,2,11,23,11,34
2.250-2.499,1,0,1,8,2,10,4,3,7,15,6,21
2.000-2.249,4,0,4,3,1,4,7,2,9,9,5,14
1.750-1.999,0,1,1,0,1,1,4,0,4,3,1,4
1.500-1.749,2,1,3,2,0,2,0,0,0,0,0,0
1.250-1.499,1,1,2,1,0,1,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
