GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,1,1,3,26,29,0,17,17,3,27,30
3.750-3.999,0,1,1,2,27,29,5,29,34,25,99,124
3.500-3.749,2,2,4,2,14,16,8,35,43,29,154,183
3.250-3.499,0,4,4,2,20,22,9,31,40,17,72,89
3.000-3.249,1,5,6,2,16,18,4,17,21,10,27,37
2.750-2.999,2,1,3,1,3,4,1,1,2,1,4,5
2.500-2.749,2,2,4,1,5,6,0,1,1,0,2,2
2.250-2.499,0,0,0,0,0,0,0,0,0,1,0,1
2.000-2.249,0,2,2,0,1,1,0,0,0,0,0,0
1.750-1.999,0,0,0,0,1,1,0,0,0,0,0,0
1.500-1.749,1,1,2,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
