GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,8,6,14,6,8,14,1,4,5,6,10,16
3.750-3.999,13,4,17,6,6,12,12,10,22,18,28,46
3.500-3.749,12,10,22,16,8,24,15,9,24,32,24,56
3.250-3.499,17,9,26,23,12,35,22,13,35,47,39,86
3.000-3.249,21,10,31,30,12,42,26,15,41,63,32,95
2.750-2.999,8,12,20,18,13,31,24,18,42,49,39,88
2.500-2.749,17,10,27,24,15,39,28,13,41,62,31,93
2.250-2.499,16,7,23,18,15,33,25,10,35,38,17,55
2.000-2.249,16,9,25,13,12,25,18,7,25,19,17,36
1.750-1.999,4,7,11,2,9,11,3,5,8,5,3,8
1.500-1.749,13,7,20,5,10,15,1,0,1,2,2,4
1.250-1.499,4,6,10,2,1,3,1,5,6,0,1,1
1.000-1.249,8,6,14,4,4,8,0,2,2,1,0,1
0.750-0.999,4,6,10,0,1,1,0,0,0,0,0,0
0.500-0.749,6,2,8,0,0,0,0,1,1,0,0,0
0.250-0.499,1,3,4,0,1,1,1,0,1,0,0,0
0.000-0.249,12,13,25,0,2,2,1,1,2,0,0,0
