GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,0,1,1,0,0,0,2,1,3
3.750-3.999,1,0,1,2,2,4,0,3,3,6,4,10
3.500-3.749,1,1,2,5,3,8,5,4,9,5,5,10
3.250-3.499,2,1,3,3,3,6,4,9,13,2,5,7
3.000-3.249,2,5,7,5,13,18,2,8,10,9,13,22
2.750-2.999,4,5,9,5,6,11,8,12,20,5,10,15
2.500-2.749,3,3,6,6,7,13,5,4,9,9,10,19
2.250-2.499,4,3,7,4,4,8,3,1,4,5,3,8
2.000-2.249,4,3,7,8,0,8,5,1,6,5,2,7
1.750-1.999,2,1,3,1,1,2,0,1,1,0,0,0
1.500-1.749,2,2,4,0,0,0,0,0,0,0,0,0
1.250-1.499,0,0,0,0,0,0,0,0,0,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,0,0,0,0,0,0,0,0
