GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,68,11,79,319,80,399,255,45,300,289,87,376
3.750-3.999,102,19,121,435,97,532,425,92,517,1094,347,1441
3.500-3.749,143,31,174,353,108,461,492,116,608,1116,374,1490
3.250-3.499,123,31,154,298,118,416,483,132,615,1137,327,1464
3.000-3.249,127,39,166,347,124,471,492,136,628,1128,329,1457
2.750-2.999,96,29,125,275,82,357,396,94,490,836,237,1073
2.500-2.749,98,21,119,214,71,285,260,71,331,572,135,707
2.250-2.499,63,18,81,144,34,178,148,36,184,296,62,358
2.000-2.249,43,13,56,96,23,119,66,24,90,92,27,119
1.750-1.999,17,7,24,30,14,44,21,11,32,16,5,21
1.500-1.749,15,2,17,11,5,16,11,1,12,1,0,1
1.250-1.499,6,7,13,6,1,7,0,3,3,0,0,0
1.000-1.249,9,2,11,1,0,1,0,1,1,0,0,0
0.750-0.999,5,0,5,3,0,3,0,0,0,0,0,0
0.500-0.749,1,0,1,1,0,1,0,0,0,0,0,0
0.250-0.499,0,1,1,0,0,0,1,0,1,0,0,0
0.000-0.249,3,0,3,1,0,1,1,1,2,0,0,0
