GPA Group,Freshman Male,Freshman Female,Freshman Total,Sophomore Male,Sophomore Female,Sophomore Total,Junior Male,Junior Female,Junior Total,Senior Male,Senior Female,Senior Total
4.000,0,0,0,6,4,10,6,7,13,6,3,9
3.750-3.999,0,0,0,2,1,3,15,10,25,36,40,76
3.500-3.749,0,0,0,7,6,13,37,19,56,76,48,124
3.250-3.499,2,0,2,4,5,9,38,16,54,89,43,132
3.000-3.249,1,1,2,9,6,15,33,17,50,120,34,154
2.750-2.999,0,0,0,2,1,3,18,6,24,98,27,125
2.500-2.749,1,0,1,3,1,4,24,3,27,83,19,102
2.250-2.499,0,0,0,2,0,2,13,4,17,33,5,38
2.000-2.249,0,0,0,5,1,6,5,0,5,11,1,12
1.750-1.999,0,0,0,1,0,1,2,1,3,1,1,2
1.500-1.749,1,0,1,0,0,0,1,1,2,0,0,0
1.250-1.499,1,0,1,0,0,0,1,0,1,0,0,0
1.000-1.249,0,0,0,0,0,0,0,0,0,0,0,0
0.750-0.999,0,0,0,0,0,0,0,0,0,0,0,0
0.500-0.749,0,0,0,0,0,0,0,0,0,0,0,0
0.250-0.499,0,0,0,0,0,0,0,0,0,0,0,0
0.000-0.249,0,0,0,0,1,1,0,0,0,0,0,0
